"","mesoregion","year","agec","j12_j18","ach.noj","all.deaths","coverage3","hdi.mesoregion.2010"
"3893",3505,2011,2,1,6,8,88.7335619174808,0.778570755219877
"3894",3505,2011,3,1,7,9,88.7335619174808,0.778570755219877
"3895",3505,2011,1,2,10,16,88.7335619174808,0.778570755219877
"3896",3505,2012,1,1,8,18,93.358446892202,0.778570755219877
"3897",3505,2012,3,0,6,8,93.358446892202,0.778570755219877
"3899",3505,2012,2,2,5,8,93.358446892202,0.778570755219877
"3901",3505,2013,1,2,14,20,101.779268381095,0.778570755219877
"3902",3505,2013,2,0,5,7,101.779268381095,0.778570755219877
"3903",3505,2013,3,1,5,9,101.779268381095,0.778570755219877
"3904",3505,2014,2,0,2,5,98.1130246615006,0.778570755219877
"3906",3505,2014,3,0,5,12,98.1130246615006,0.778570755219877
"3907",3505,2014,1,5,14,28,98.1130246615006,0.778570755219877
"3908",3505,2015,1,2,11,22,101.090446678974,0.778570755219877
"3910",3505,2015,2,0,3,7,101.090446678974,0.778570755219877
"3911",3505,2015,3,1,8,9,101.090446678974,0.778570755219877
"3913",3506,2005,1,6,31,47,0,0.773701975161626
"3914",3506,2005,2,4,17,27,0,0.773701975161626
"3915",3506,2005,3,1,22,28,0,0.773701975161626
"3917",3506,2006,1,3,39,56,0,0.773701975161626
"3918",3506,2006,2,1,13,24,0,0.773701975161626
"3919",3506,2006,3,1,13,20,0,0.773701975161626
"3921",3506,2007,1,5,23,38,0,0.773701975161626
"3922",3506,2007,2,2,14,18,0,0.773701975161626
"3923",3506,2007,3,1,14,21,0,0.773701975161626
"3925",3506,2008,1,5,34,49,0,0.773701975161626
"3926",3506,2008,2,1,10,15,0,0.773701975161626
"3927",3506,2008,3,1,16,20,0,0.773701975161626
"3929",3506,2009,1,3,21,37,0,0.773701975161626
"3930",3506,2009,2,0,11,17,0,0.773701975161626
"3931",3506,2009,3,6,14,22,0,0.773701975161626
"3933",3506,2010,1,6,29,49,0,0.773701975161626
"3934",3506,2010,2,3,7,17,0,0.773701975161626
"3935",3506,2010,3,1,15,25,0,0.773701975161626
"3937",3506,2011,2,2,8,13,93.2354365132278,0.773701975161626
"3938",3506,2011,3,0,9,13,93.2354365132278,0.773701975161626
"3939",3506,2011,1,6,28,40,93.2354365132278,0.773701975161626
"3941",3506,2012,2,0,7,9,96.2046332333057,0.773701975161626
"3942",3506,2012,3,1,19,21,96.2046332333057,0.773701975161626
"3943",3506,2012,1,1,37,52,96.2046332333057,0.773701975161626
"3944",3506,2013,1,3,24,37,100.64767932041,0.773701975161626
"3945",3506,2013,3,0,11,15,100.64767932041,0.773701975161626
"3947",3506,2013,2,1,8,11,100.64767932041,0.773701975161626
"3949",3506,2014,3,0,12,17,105.488596983063,0.773701975161626
"3950",3506,2014,2,1,9,14,105.488596983063,0.773701975161626
"3951",3506,2014,1,1,24,37,105.488596983063,0.773701975161626
"3952",3506,2015,1,2,23,37,100.408517209558,0.773701975161626
"3953",3506,2015,3,1,13,21,100.408517209558,0.773701975161626
